Siniestro;Poliza;Fec_ocu;Fec_com;Fec_pago;Importe
4981;41595;08-04-2018;25-04-2018;04-06-2018;133
4982;20225;11-11-2022;28-11-2022;08-12-2022;96
4983;86176;06-07-2018;13-07-2018;17-02-2020;88
4984;48603;16-09-2019;27-09-2019;06-11-2019;122
4985;14581;20-11-2022;03-12-2022;29-05-2023;99
4986;31947;24-11-2022;07-12-2022;06-01-2023;76
4987;16562;20-01-2022;01-03-2022;11-03-2022;88
4988;23389;22-02-2019;31-03-2019;30-12-2023;65
4989;41777;02-07-2019;13-08-2019;23-08-2019;121
4990;29045;06-08-2021;15-08-2021;06-07-2022;91
4991;42667;07-11-2019;12-11-2019;22-11-2019;121
4992;16184;07-05-2019;18-05-2019;01-06-2022;63
4993;72036;28-06-2018;13-08-2018;02-09-2018;136
4994;49726;29-07-2020;09-08-2020;18-09-2020;98
4995;56776;04-08-2023;24-08-2023;13-09-2023;107
4996;87233;11-01-2020;26-01-2020;05-02-2020;112
4997;96467;17-10-2018;23-10-2018;02-11-2018;110
4998;80176;29-06-2020;10-07-2020;29-04-2023;79
4999;35534;05-01-2019;10-01-2019;20-05-2023;66
5000;85766;08-02-2019;21-02-2019;13-03-2019;99
5001;84191;08-10-2018;21-10-2018;30-11-2018;131
5002;49542;10-11-2022;27-11-2022;16-12-2023;59
5003;86491;27-11-2018;10-12-2018;18-06-2021;80
5004;28951;03-12-2020;06-12-2020;05-01-2021;102
5005;52082;17-12-2022;30-12-2022;29-01-2023;78
5006;25764;03-05-2019;09-06-2019;21-08-2020;112
5007;37802;27-05-2019;08-06-2019;26-11-2020;122
5008;18371;14-02-2020;27-02-2020;06-10-2020;102
5009;39996;16-11-2021;01-12-2021;06-08-2023;66
5010;32758;17-08-2023;29-08-2023;18-09-2023;103
5011;74441;15-05-2022;18-05-2022;27-09-2023;75
5012;51150;18-07-2023;22-07-2023;01-08-2023;78
5013;26950;12-09-2023;26-09-2023;16-10-2023;83
5014;95939;20-03-2020;03-05-2020;12-06-2020;137
5015;40832;13-03-2020;26-03-2020;01-01-2021;80
5016;77742;25-07-2021;07-09-2021;17-10-2021;102
5017;39211;13-11-2018;29-11-2018;29-12-2018;113
5018;16689;31-08-2021;08-09-2021;08-10-2021;108
5019;45534;22-11-2018;29-11-2018;02-05-2021;78
5020;98539;11-05-2023;21-05-2023;03-12-2023;113
5021;15331;19-11-2022;23-12-2022;22-01-2023;86
5022;29550;06-01-2019;24-01-2019;23-02-2019;119
5023;92361;26-10-2018;03-12-2018;06-03-2023;58
5024;32746;26-10-2020;08-12-2020;05-10-2022;97
5025;66934;18-05-2021;02-06-2021;01-07-2022;81
5026;64063;02-06-2018;21-06-2018;18-08-2018;137
5027;21126;05-05-2019;16-05-2019;18-07-2021;97
5028;30676;08-01-2021;28-01-2021;17-02-2021;112
5029;91358;14-12-2018;17-12-2018;06-01-2019;77
5030;15388;05-05-2020;17-05-2020;14-10-2023;72
5031;11192;14-11-2021;18-11-2021;25-02-2022;99
5032;73082;14-09-2022;04-10-2022;13-11-2022;121
5033;13532;16-09-2023;24-09-2023;04-10-2023;96
5034;95572;10-03-2018;25-03-2018;21-10-2022;76
5035;93927;12-08-2020;19-08-2020;08-09-2020;130
5036;13496;01-04-2019;10-05-2019;05-06-2020;108
5037;78716;16-07-2023;23-08-2023;12-09-2023;108
5038;26769;28-07-2019;11-08-2019;10-09-2019;108
5039;43702;23-12-2022;11-01-2023;20-02-2023;88
5040;69704;21-08-2022;30-09-2022;09-11-2022;126
5041;85735;08-08-2021;27-08-2021;26-09-2021;109
5042;62541;23-11-2020;02-12-2020;12-12-2020;82
5043;38942;15-10-2022;25-10-2022;04-12-2022;89
5044;70003;20-04-2021;21-05-2021;10-06-2021;105
5045;83594;16-10-2021;27-10-2021;16-11-2021;125
5046;20855;11-11-2019;23-11-2019;02-01-2020;99
5047;24347;01-10-2022;16-10-2022;30-07-2023;84
5048;64046;25-01-2023;05-03-2023;04-04-2023;71
5049;68130;11-11-2019;01-12-2019;21-12-2019;110
5050;57213;05-07-2021;12-07-2021;10-08-2022;111
5051;68211;24-03-2019;29-03-2019;22-06-2022;72
5052;80562;20-10-2020;03-11-2020;13-11-2020;123
5053;79892;26-01-2023;12-02-2023;04-03-2023;88
5054;30264;20-07-2023;24-07-2023;03-08-2023;114
5055;53047;24-04-2020;14-05-2020;13-06-2020;109
5056;84164;20-03-2023;31-03-2023;01-07-2023;85
5057;68736;25-09-2022;12-10-2022;11-11-2022;107
5058;74311;15-08-2019;22-08-2019;26-11-2022;86
5059;69507;14-11-2019;27-12-2019;25-12-2021;98
5060;35387;11-09-2023;25-09-2023;25-12-2023;115
5061;45361;07-07-2020;24-07-2020;02-09-2020;108
5062;13732;01-03-2020;05-03-2020;02-08-2020;120
5063;77552;28-07-2019;05-08-2019;04-09-2019;120
5064;48736;01-11-2018;19-11-2018;17-11-2019;99
5065;10369;30-08-2022;04-09-2022;14-12-2022;99
5066;29153;26-08-2021;08-09-2021;08-10-2021;107
5067;20706;06-02-2020;14-02-2020;07-04-2023;75
5068;47805;23-03-2018;04-05-2018;13-06-2018;128
5069;60463;07-01-2018;26-01-2018;15-02-2018;124
5070;83865;22-12-2018;31-12-2018;09-02-2019;100
5071;68753;12-11-2018;24-11-2018;14-12-2018;104
5072;74748;06-07-2018;17-08-2018;06-09-2018;125
5073;85543;31-07-2019;15-09-2019;15-10-2019;121
5074;18780;13-03-2018;20-04-2018;29-08-2021;67
5075;83982;09-06-2019;28-06-2019;07-08-2019;123
5076;78837;13-05-2018;25-05-2018;04-06-2018;112
5077;11218;26-03-2023;09-04-2023;15-09-2023;100
5078;55996;07-02-2019;19-02-2019;19-08-2021;98
5079;42271;20-07-2023;09-08-2023;19-08-2023;79
5080;71095;06-08-2023;10-08-2023;09-09-2023;88
5081;91421;26-08-2021;15-09-2021;05-10-2021;124
5082;58629;15-02-2018;21-02-2018;03-03-2018;132
5083;13457;03-07-2023;16-07-2023;25-08-2023;95
5084;41454;25-02-2022;14-03-2022;23-04-2022;108
5085;39463;29-01-2019;02-02-2019;14-03-2019;95
5086;92190;15-10-2021;29-11-2021;29-12-2021;69
5087;73999;09-06-2021;21-06-2021;31-07-2021;119
5088;16554;01-02-2018;11-03-2018;23-10-2023;72
5089;77106;12-06-2021;21-07-2021;07-11-2022;94
5090;11344;07-05-2021;19-05-2021;18-06-2021;119
5091;87855;14-06-2020;03-07-2020;18-12-2022;85
5092;48647;23-12-2020;11-01-2021;31-01-2021;85
5093;37874;04-02-2023;13-02-2023;16-07-2023;104
5094;44077;01-07-2019;11-08-2019;31-08-2019;144
5095;83155;24-03-2022;08-04-2022;18-05-2022;95
5096;38002;18-07-2021;25-07-2021;03-09-2021;87
5097;42448;06-04-2022;20-05-2022;09-06-2022;117
5098;48775;08-08-2018;24-08-2018;03-09-2018;117
5099;32348;23-10-2018;09-11-2018;07-02-2022;75
5100;65936;13-09-2022;20-10-2022;24-01-2023;66
5101;14621;09-09-2022;20-09-2022;30-10-2022;84
5102;33528;09-05-2019;16-05-2019;15-06-2019;105
5103;11908;22-04-2018;02-05-2018;22-05-2018;120
5104;80560;15-09-2022;29-09-2022;29-10-2022;115
5105;72882;29-12-2022;14-01-2023;03-02-2023;105
5106;70031;30-07-2018;12-08-2018;11-09-2018;126
5107;97064;14-04-2019;22-05-2019;28-11-2023;58
5108;13177;21-09-2019;28-09-2019;07-11-2019;105
5109;42558;16-07-2023;21-07-2023;30-08-2023;70
5110;25870;18-08-2020;22-08-2020;11-09-2020;104
5111;66169;03-08-2020;20-08-2020;30-08-2020;96
5112;46271;12-04-2021;25-05-2021;04-06-2021;142
5113;92790;19-08-2020;25-08-2020;24-09-2020;143
5114;17511;25-09-2019;08-10-2019;07-11-2019;120
5115;33796;11-05-2022;17-05-2022;19-10-2022;67
5116;61748;11-09-2019;22-09-2019;22-10-2019;129
5117;67220;09-03-2020;16-03-2020;06-02-2021;107
5118;91679;03-09-2018;07-09-2018;07-10-2018;123
5119;14989;02-02-2018;22-02-2018;29-01-2023;65
5120;60141;21-12-2021;30-01-2022;13-06-2022;80
5121;93158;05-12-2021;19-12-2021;28-01-2022;103
5122;53758;02-05-2021;11-05-2021;26-06-2022;96
5123;18829;29-07-2019;10-08-2019;30-08-2019;119
5124;37931;17-04-2018;23-04-2018;23-03-2019;97
5125;85294;26-01-2022;13-02-2022;25-03-2022;92
5126;43808;14-02-2020;25-02-2020;27-03-2020;149
5127;11729;01-12-2021;09-12-2021;29-12-2021;118
5128;72133;14-10-2018;22-11-2018;04-07-2022;79
5129;25192;12-08-2019;19-08-2019;18-09-2019;110
5130;36310;08-02-2020;11-02-2020;03-03-2020;101
5131;54362;17-09-2023;25-09-2023;10-10-2023;88
5132;13431;01-06-2021;04-06-2021;14-07-2021;105
5133;57353;18-08-2019;27-09-2019;06-12-2023;68
5134;28853;19-11-2022;25-11-2022;15-09-2023;84
5135;31723;07-01-2018;15-01-2018;25-01-2018;153
5136;27368;09-02-2020;20-02-2020;18-12-2022;86
5137;75882;08-03-2019;18-04-2019;18-05-2019;119
5138;16251;25-03-2019;28-03-2019;17-04-2019;124
5139;55508;02-07-2020;17-08-2020;16-09-2020;107
5140;37546;09-12-2020;24-12-2020;23-01-2021;94
5141;26462;16-03-2022;02-04-2022;31-05-2023;87
5142;43413;26-08-2023;05-10-2023;04-11-2023;92
5143;24617;31-07-2018;17-08-2018;06-09-2018;111
5144;91618;07-01-2019;12-01-2019;01-02-2019;121
5145;90496;24-09-2019;11-10-2019;21-10-2019;116
5146;23353;02-05-2018;15-05-2018;25-05-2018;121
5147;39516;17-02-2022;02-03-2022;12-03-2022;104
5148;69276;18-04-2022;29-04-2022;07-11-2023;98
5149;21314;01-04-2021;04-04-2021;01-06-2023;82
5150;12124;28-01-2023;13-02-2023;25-03-2023;97
5151;49633;27-02-2019;13-03-2019;19-08-2020;113
5152;97153;27-06-2022;01-07-2022;03-09-2023;93
5153;69029;08-01-2018;23-01-2018;12-02-2018;146
5154;68401;22-11-2018;03-12-2018;13-12-2018;136
5155;12048;23-03-2018;10-04-2018;10-05-2018;129
5156;25717;08-02-2021;13-02-2021;14-03-2021;56
5157;30804;22-01-2019;30-01-2019;11-03-2019;142
5158;32719;20-06-2023;25-06-2023;18-07-2023;94
5159;35696;26-10-2021;05-11-2021;15-12-2021;107
5160;98599;23-10-2020;12-11-2020;13-12-2020;116
5161;48345;17-04-2020;27-04-2020;07-05-2020;114
5162;39032;12-05-2022;20-05-2022;30-05-2022;97
5163;70803;21-05-2022;07-06-2022;09-01-2023;79
5164;40597;23-10-2020;29-10-2020;05-11-2020;105
5165;33329;27-05-2018;07-07-2018;17-07-2018;115
5166;48080;30-09-2020;10-10-2020;23-07-2023;75
5167;42772;03-05-2021;17-05-2021;04-03-2023;66
5168;40346;11-09-2020;20-09-2020;05-02-2022;82
5169;10763;13-08-2020;30-08-2020;29-09-2020;93
5170;93390;23-11-2019;08-01-2020;28-01-2020;94
5171;75046;09-11-2021;28-11-2021;12-04-2023;72
5172;99570;29-01-2018;05-02-2018;15-02-2018;104
5173;21226;16-06-2020;03-07-2020;20-05-2021;104
5174;65960;28-07-2019;17-08-2019;27-08-2019;101
5175;87989;18-08-2020;03-09-2020;24-01-2023;68
5176;29069;13-10-2020;19-10-2020;08-11-2020;143
5177;82085;09-03-2021;16-04-2021;02-06-2021;130
5178;25384;09-12-2019;17-12-2019;27-12-2019;120
5179;90749;18-03-2018;25-04-2018;11-05-2021;58
5180;25464;12-05-2022;23-05-2022;02-07-2022;100
5181;79049;03-09-2019;14-09-2019;24-10-2019;118
5182;92489;26-07-2019;08-09-2019;11-02-2021;76
5183;80788;12-01-2020;20-01-2020;01-03-2020;101
5184;68206;31-03-2018;16-05-2018;05-06-2018;121
5185;68832;24-11-2020;29-11-2020;09-12-2020;91
5186;69553;22-08-2023;05-09-2023;25-09-2023;101
5187;40718;11-06-2020;17-06-2020;27-06-2020;105
5188;79047;28-01-2020;31-01-2020;10-02-2020;127
5189;28580;13-02-2019;25-02-2019;06-04-2019;127
5190;62653;21-06-2019;07-07-2019;27-07-2019;109
5191;90488;16-03-2022;24-03-2022;03-04-2022;80
5192;43785;01-01-2020;11-01-2020;21-01-2020;131
5193;73215;25-12-2018;29-12-2018;08-01-2019;98
5194;69501;18-05-2022;31-05-2022;03-07-2023;96
5195;32698;01-09-2021;07-09-2021;17-09-2021;117
5196;90326;23-09-2022;29-09-2022;18-08-2023;94
5197;96856;30-11-2019;19-12-2019;18-01-2020;87
5198;27368;09-11-2021;22-12-2021;31-01-2022;90
5199;76291;04-03-2021;07-04-2021;17-04-2021;120
5200;18900;12-06-2023;29-06-2023;09-07-2023;98
5201;95133;15-10-2021;26-11-2021;15-02-2022;84
5202;13873;29-06-2023;08-08-2023;06-11-2023;100
5203;92267;14-06-2020;24-06-2020;14-07-2020;106
5204;33071;07-06-2022;22-07-2022;31-08-2022;119
5205;48761;08-04-2019;14-04-2019;24-04-2019;133
5206;50392;21-05-2018;02-06-2018;28-12-2022;80
5207;49759;02-05-2018;14-05-2018;03-06-2018;133
5208;77729;17-04-2018;06-05-2018;17-03-2020;63
5209;83773;28-12-2018;10-01-2019;05-07-2020;90
5210;69956;09-04-2022;26-04-2022;16-05-2022;93
5211;68915;14-01-2022;03-02-2022;23-02-2022;120
5212;10699;18-11-2019;29-11-2019;08-01-2020;99
5213;48240;05-06-2021;22-06-2021;24-04-2023;86
5214;27162;08-06-2020;24-06-2020;04-07-2020;111
5215;78821;29-08-2021;02-09-2021;01-10-2023;68
5216;90211;16-12-2018;19-12-2018;09-06-2021;76
5217;96054;05-10-2018;25-10-2018;14-11-2018;122
5218;40750;17-04-2022;02-05-2022;08-07-2023;81
5219;75287;26-10-2019;03-11-2019;13-11-2019;107
5220;75312;17-11-2022;02-12-2022;23-08-2023;68
5221;14961;11-09-2022;20-09-2022;30-09-2022;92
5222;51289;13-07-2023;31-07-2023;10-08-2023;75
5223;99834;13-02-2021;02-03-2021;22-03-2021;96
5224;46858;21-09-2022;02-11-2022;04-03-2023;69
5225;33755;29-05-2023;10-06-2023;02-12-2023;96
5226;56149;19-04-2020;04-05-2020;13-06-2020;112
5227;45177;28-04-2019;10-05-2019;27-10-2022;66
5228;58412;02-04-2020;11-05-2020;21-11-2023;71
5229;70331;04-03-2019;09-03-2019;12-07-2020;105
5230;79913;02-08-2021;19-08-2021;23-06-2022;86
5231;80052;03-08-2022;09-09-2022;11-12-2022;99
5232;61790;19-04-2021;27-04-2021;27-05-2021;130
5233;95575;23-03-2023;27-03-2023;06-05-2023;106
5234;20487;21-04-2020;07-05-2020;17-05-2020;81
5235;19612;11-01-2018;17-01-2018;06-02-2018;112
5236;94863;22-04-2020;30-05-2020;22-12-2021;88
5237;66525;09-03-2023;18-03-2023;07-04-2023;102
5238;35678;05-03-2023;13-03-2023;02-04-2023;91
5239;39277;21-11-2020;02-12-2020;12-12-2020;131
5240;29556;04-03-2023;09-03-2023;08-04-2023;93
5241;43154;16-05-2020;20-05-2020;30-05-2020;101
5242;42690;27-03-2021;11-04-2021;23-02-2023;101
5243;89037;09-07-2018;16-08-2018;15-01-2019;115
5244;67102;04-01-2023;12-01-2023;12-11-2023;109
5245;50005;11-06-2018;28-07-2018;06-09-2018;122
5246;69814;13-05-2021;23-06-2021;13-07-2021;127
5247;70356;25-07-2020;07-08-2020;27-03-2022;99
5248;13335;04-06-2023;20-06-2023;30-07-2023;74
5249;17632;21-12-2018;28-01-2019;17-02-2019;99
5250;43148;26-05-2020;15-06-2020;25-07-2020;121
5251;93728;28-12-2018;09-02-2019;21-03-2019;103
5252;68847;07-01-2020;11-01-2020;31-01-2020;116
5253;95088;03-12-2020;13-12-2020;22-01-2021;80
5254;31479;25-08-2023;12-09-2023;22-09-2023;86
5255;75505;10-05-2019;17-06-2019;01-03-2023;81
5256;17352;21-06-2023;04-07-2023;14-07-2023;85
5257;26004;04-07-2020;21-07-2020;30-08-2020;96
5258;66249;30-08-2022;16-09-2022;09-01-2023;87
5259;92021;05-10-2023;22-10-2023;01-12-2023;96
5260;93102;17-04-2023;02-05-2023;01-06-2023;109
5261;97500;23-06-2020;31-07-2020;08-06-2023;67
5262;24822;18-07-2019;06-08-2019;11-03-2022;61
5263;96129;17-06-2021;06-07-2021;24-11-2022;81
5264;41612;30-03-2019;07-04-2019;27-04-2019;115
5265;72058;16-03-2018;21-03-2018;10-04-2018;111
5266;90187;15-06-2021;28-06-2021;18-07-2021;81
5267;79052;07-04-2021;14-04-2021;24-05-2021;107
5268;37770;31-03-2018;14-04-2018;24-05-2018;146
5269;69236;20-10-2019;02-11-2019;30-11-2019;107
5270;15323;23-09-2019;31-10-2019;20-11-2019;106
5271;48640;06-06-2019;14-07-2019;23-02-2020;98
5272;11396;18-05-2023;21-05-2023;02-12-2023;81
5273;82070;29-03-2022;02-04-2022;12-04-2022;79
5274;29439;25-05-2021;14-06-2021;31-07-2023;65
5275;37104;14-03-2023;20-03-2023;09-04-2023;98
5276;37592;02-05-2018;12-05-2018;25-05-2021;66
5277;45882;11-06-2023;22-07-2023;31-08-2023;118
5278;54897;28-08-2018;02-09-2018;12-10-2018;123
5279;55562;31-10-2020;07-12-2020;31-05-2021;86
5280;71766;23-03-2022;08-04-2022;18-04-2022;104
5281;27077;30-07-2020;13-08-2020;22-09-2020;111
5282;46118;06-03-2023;25-03-2023;27-05-2023;84
5283;90050;15-08-2023;24-08-2023;03-10-2023;105
5284;31640;16-05-2018;30-05-2018;15-07-2023;69
5285;81472;20-07-2023;07-08-2023;12-08-2023;121
5286;81712;17-09-2019;30-09-2019;02-01-2021;86
5287;62456;24-11-2022;09-12-2022;10-11-2023;81
5288;96780;31-10-2020;19-11-2020;19-12-2020;127
5289;31455;15-08-2019;25-08-2019;24-09-2019;136
5290;47537;13-11-2021;02-12-2021;01-01-2022;89
5291;44693;16-06-2020;23-06-2020;06-05-2023;62
5292;63831;28-03-2023;11-04-2023;11-05-2023;106
5293;82476;11-06-2021;25-06-2021;11-01-2022;78
5294;35231;06-08-2019;26-08-2019;25-09-2019;129
5295;72185;10-01-2023;28-01-2023;07-02-2023;100
5296;15786;08-06-2018;15-07-2018;16-10-2020;85
5297;83061;19-11-2019;27-11-2019;06-01-2020;94
5298;74174;14-07-2021;31-07-2021;09-09-2021;107
5299;53585;31-03-2019;14-04-2019;24-04-2019;112
5300;12777;12-06-2020;21-07-2020;12-11-2020;101
5301;51165;27-05-2020;03-07-2020;01-10-2020;120
5302;20027;30-08-2020;04-09-2020;02-04-2022;71
5303;65800;01-03-2020;12-03-2020;01-04-2020;125
5304;60829;19-10-2020;04-11-2020;24-11-2020;122
5305;69489;16-06-2022;23-07-2022;11-12-2022;81
5306;64362;24-02-2018;14-03-2018;23-04-2018;95
5307;14885;29-01-2021;06-02-2021;17-03-2021;103
5308;17930;01-08-2022;04-08-2022;03-09-2022;107
5309;75020;22-12-2022;29-12-2022;08-01-2023;78
5310;39495;27-09-2020;01-10-2020;10-11-2020;86
5311;29101;25-10-2018;06-11-2018;16-12-2018;106
5312;77987;25-10-2019;03-11-2019;31-12-2020;99
5313;78814;10-06-2019;26-07-2019;15-08-2019;126
5314;47158;22-11-2021;06-12-2021;18-11-2022;84
5315;21350;14-09-2022;23-09-2022;23-10-2022;94
5316;36952;27-01-2018;07-02-2018;17-02-2018;121
5317;51866;12-11-2021;25-11-2021;06-10-2022;56
5318;45546;02-06-2018;10-06-2018;20-06-2018;112
5319;44327;15-03-2018;01-04-2018;01-05-2018;116
5320;52430;09-07-2020;16-07-2020;04-06-2022;98
5321;19587;01-09-2022;12-09-2022;22-09-2022;106
5322;25773;15-08-2018;24-08-2018;03-10-2018;108
5323;65576;24-07-2018;04-08-2018;16-09-2019;91
5324;89685;23-07-2021;05-08-2021;15-08-2021;93
5325;40458;05-02-2018;16-02-2018;02-06-2021;79
5326;17458;03-04-2018;11-04-2018;01-05-2018;117
5327;65670;22-03-2019;25-04-2019;05-05-2019;113
5328;16484;03-06-2023;10-06-2023;20-07-2023;104
5329;90776;01-07-2023;21-07-2023;28-09-2023;108
5330;26702;02-02-2022;05-02-2022;17-03-2022;121
5331;19229;27-10-2020;02-11-2020;03-07-2021;105
5332;81711;28-10-2019;03-11-2019;30-07-2020;94
5333;53148;17-09-2018;06-10-2018;26-10-2018;118
5334;26013;13-01-2022;02-02-2022;14-03-2022;119
5335;99415;12-06-2019;20-06-2019;16-06-2021;74
5336;15114;30-11-2019;12-12-2019;01-01-2020;91
5337;36925;03-01-2023;22-01-2023;11-02-2023;68
5338;89101;07-07-2021;22-07-2021;01-08-2021;103
5339;59315;29-08-2023;10-10-2023;15-11-2023;95
5340;30043;24-04-2019;11-05-2019;10-06-2019;130
5341;91662;17-08-2021;23-08-2021;22-09-2021;122
5342;80832;02-12-2022;08-01-2023;25-07-2023;101
5343;80445;04-05-2019;12-05-2019;24-09-2023;64
5344;17898;06-12-2018;15-12-2018;24-01-2019;94
5345;39797;22-11-2022;04-12-2022;13-01-2023;65
5346;33386;14-01-2022;21-01-2022;20-02-2022;95
5347;11172;27-11-2021;12-01-2022;11-02-2022;96
5348;81850;12-07-2020;29-07-2020;15-02-2021;87
5349;18049;09-10-2023;20-10-2023;30-10-2023;78
5350;39938;26-05-2018;29-05-2018;08-06-2018;150
5351;67825;26-12-2021;08-01-2022;28-01-2022;92
5352;60014;07-05-2020;18-05-2020;27-06-2020;119
5353;78343;12-09-2023;17-09-2023;27-10-2023;109
5354;88007;22-04-2019;28-04-2019;28-05-2019;147
5355;99870;08-02-2019;20-02-2019;12-03-2019;143
5356;77366;26-09-2023;14-10-2023;27-10-2023;106
5357;82304;12-12-2019;17-12-2019;26-01-2020;110
5358;27573;24-11-2021;01-12-2021;11-12-2021;99
5359;51134;18-01-2019;02-03-2019;12-03-2019;103
5360;49717;12-10-2018;22-10-2018;20-01-2021;72
5361;55584;06-12-2018;09-12-2018;08-01-2019;85
5362;27778;11-08-2020;17-08-2020;27-08-2020;133
5363;83292;17-03-2022;06-04-2022;26-04-2022;123
5364;28874;15-07-2021;29-08-2021;08-09-2021;133
5365;90246;16-10-2022;03-11-2022;13-01-2023;81
5366;83207;18-05-2019;24-06-2019;16-01-2023;66
5367;26628;24-02-2018;14-03-2018;23-04-2018;107
5368;33459;18-01-2020;29-01-2020;18-02-2020;114
5369;35807;09-03-2021;22-04-2021;01-06-2021;108
5370;44446;24-07-2018;29-07-2018;07-09-2018;130
5371;76687;30-07-2020;10-08-2020;09-06-2021;80
5372;31041;06-03-2021;25-03-2021;01-04-2023;71
5373;44426;18-08-2021;30-08-2021;08-11-2023;74
5374;52360;23-11-2019;10-12-2019;09-01-2020;108
5375;16647;06-05-2018;18-05-2018;06-04-2021;72
5376;31543;18-06-2018;23-06-2018;23-07-2018;119
5377;93839;24-07-2021;11-08-2021;10-09-2021;123
5378;86304;23-06-2022;28-06-2022;28-07-2022;117
5379;57571;11-01-2018;29-01-2018;25-03-2019;91
5380;67334;25-11-2019;09-01-2020;08-02-2020;89
5381;39645;30-10-2022;10-11-2022;17-10-2023;91
5382;83599;24-06-2021;07-07-2021;06-04-2022;112
5383;33859;25-10-2018;02-12-2018;22-01-2022;70
5384;32341;29-03-2018;16-04-2018;06-05-2018;109
5385;79699;24-09-2018;11-10-2018;23-08-2023;62
5386;30237;18-08-2023;02-10-2023;12-10-2023;78
5387;78858;22-09-2022;09-10-2022;29-10-2022;95
5388;91887;06-01-2019;22-01-2019;21-02-2019;124
5389;43749;12-03-2019;01-04-2019;21-04-2019;122
5390;56906;05-09-2020;13-09-2020;23-10-2020;112
5391;73024;06-01-2022;13-01-2022;02-02-2022;107
5392;80896;09-01-2023;17-01-2023;26-02-2023;92
5393;74287;04-03-2021;08-03-2021;03-08-2023;81
5394;63566;22-08-2022;08-09-2022;27-09-2023;90
5395;67811;28-11-2019;09-12-2019;29-12-2019;115
5396;17256;19-12-2021;30-01-2022;03-09-2022;84
5397;92112;08-03-2022;27-03-2022;11-10-2022;108
5398;89848;08-12-2019;24-12-2019;23-01-2020;102
5399;93915;25-04-2019;29-04-2019;11-03-2023;60
5400;31504;24-11-2019;07-12-2019;02-06-2021;63
5401;20030;25-10-2020;10-11-2020;30-11-2020;99
5402;66378;20-08-2018;28-08-2018;27-09-2018;117
5403;55143;01-09-2022;10-09-2022;20-10-2022;96
5404;90280;24-11-2019;07-01-2020;27-01-2020;109
5405;28759;17-02-2020;01-04-2020;11-04-2020;99
5406;96640;13-03-2021;25-03-2021;14-04-2021;124
5407;57093;03-03-2020;22-03-2020;21-04-2020;106
5408;88939;13-04-2019;26-04-2019;16-05-2019;93
5409;74131;30-09-2018;13-10-2018;22-11-2018;132
5410;31701;27-08-2019;09-09-2019;02-03-2020;66
5411;68990;11-11-2021;17-11-2021;19-02-2023;65
5412;31459;07-02-2018;19-03-2018;06-09-2019;119
5413;94209;15-09-2018;05-10-2018;15-10-2018;106
5414;12526;17-08-2021;30-08-2021;07-12-2021;117
5415;28469;05-03-2018;11-04-2018;23-07-2018;144
5416;30142;07-06-2023;14-07-2023;12-12-2023;77
5417;47657;24-09-2018;04-11-2018;14-11-2020;90
5418;87380;15-10-2020;18-10-2020;28-10-2020;134
5419;71353;18-05-2020;24-06-2020;30-05-2022;94
5420;44766;29-06-2018;08-07-2018;04-11-2023;57
5421;64446;29-08-2018;03-09-2018;26-12-2022;57
5422;29069;17-03-2021;21-03-2021;30-04-2021;102
5423;71161;16-01-2022;29-01-2022;28-02-2022;106
5424;77685;10-11-2022;14-11-2022;04-12-2022;94
5425;82938;28-07-2022;05-08-2022;25-08-2022;111
5426;31440;30-07-2021;14-09-2021;04-10-2021;107
5427;14897;05-07-2023;10-07-2023;30-07-2023;86
5428;79701;05-01-2018;16-01-2018;26-01-2018;129
5429;19121;21-11-2020;05-12-2020;17-09-2021;69
5430;19753;08-09-2018;24-10-2018;13-11-2018;135
5431;34716;27-11-2022;03-12-2022;03-12-2022;145
5432;14577;04-05-2018;21-05-2018;05-12-2022;64
5433;65515;31-08-2018;13-09-2018;13-10-2018;128
5434;48082;12-12-2018;18-01-2019;21-12-2019;108
5435;23788;03-10-2019;17-11-2019;27-11-2019;125
5436;23662;04-08-2023;21-08-2023;23-09-2023;103
5437;94432;30-05-2021;10-06-2021;20-06-2021;105
5438;31869;28-01-2022;15-02-2022;04-11-2023;62
5439;59091;13-05-2021;18-05-2021;21-10-2021;121
5440;10821;22-06-2023;22-07-2023;21-08-2023;91
5441;13756;05-04-2019;23-04-2019;03-05-2019;127
5442;42082;05-02-2018;22-02-2018;24-03-2018;127
5443;64985;10-06-2019;30-06-2019;23-03-2022;66
5444;99910;22-07-2023;31-08-2023;25-09-2023;76
5445;87891;25-04-2019;06-05-2019;04-02-2021;75
5446;15475;15-03-2021;29-03-2021;28-04-2021;104
5447;95002;27-04-2022;04-06-2022;28-06-2023;83
5448;28699;04-03-2021;14-03-2021;14-08-2023;99
5449;37435;15-06-2022;30-06-2022;21-12-2022;84
5450;79023;25-07-2020;02-09-2020;22-09-2020;97
5451;96440;26-09-2022;05-10-2022;25-10-2022;88
5452;61247;04-05-2018;11-05-2018;20-06-2018;135
5453;92391;28-12-2018;05-02-2019;29-12-2021;73
5454;19062;23-12-2021;29-12-2021;24-02-2022;93
5455;14391;10-01-2022;13-01-2022;22-02-2022;126
5456;37928;26-11-2021;09-01-2022;29-01-2022;79
5457;77722;20-03-2022;03-05-2022;13-05-2022;89
5458;91426;21-03-2019;10-04-2019;20-05-2019;118
5459;43395;28-07-2019;04-09-2019;02-05-2021;90
5460;26027;23-09-2020;06-10-2020;05-11-2020;123
5461;34395;27-01-2018;11-02-2018;10-04-2023;66
